,company,specific_bean_region,year,cacao_percent,company_country,rating,origin_country,origin_gdp,company_gdp
709,Georgia Ramon,Akesson P.,2015,0.75,Germany,3.5,Madagascar,9744243420.48073,3375611100742.22
710,Glennmade,Toledo District,2016,0.7,United States,3.5,Belize,1741100000.0,18624475000000.0
711,Glennmade,Bahia,2015,0.66,United States,3.0,Brazil,1803652649613.75,18120714000000.0
712,Goodnow Farms,Almendra Blanca,2016,0.77,United States,2.75,Mexico,1046922702460.87,18624475000000.0
713,Goodnow Farms,El Carmen,2016,0.77,United States,3.25,Nicaragua,13230844686.858,18624475000000.0
714,Goodnow Farms,Asochivite,2016,0.77,United States,3.25,Guatemala,68763255963.8943,18624475000000.0
715,Grand Place,Ben Tre,2011,0.72,Vietnam,3.0,Vietnam,135539438559.709,135539438559.709
716,Green Bean to Bar,Madagascar,2016,0.7,Japan,3.5,Madagascar,10001193420.1518,4940158776617.16
717,Grenada Chocolate Co.,Grenada,2010,0.82,Grenada,3.25,Grenada,771015888.888889,771015888.888889
718,Grenada Chocolate Co.,Grenada,2009,0.6,Grenada,2.75,Grenada,771278111.111111,771278111.111111
719,Grenada Chocolate Co.,Grenada,2008,0.71,Grenada,2.5,Grenada,825977888.888889,825977888.888889
720,Guido Castagna,Arriba,2009,0.64,Italy,3.0,Ecuador,62519686000.0,2185160183384.27
721,Guido Castagna,Ghana,2009,0.64,Italy,3.0,Ghana,25977847813.7422,2185160183384.27
725,Guittard,Haiti,2013,0.65,United States,2.75,Haiti,8452509315.87722,16691517000000.0
726,Guittard,Nicaragua,2013,0.65,United States,2.75,Nicaragua,10982972256.3787,16691517000000.0
727,Guittard,Jamaica,2013,0.65,United States,3.25,Jamaica,14274983015.9485,16691517000000.0
728,Guittard,Ecuador,2013,0.65,United States,3.5,Ecuador,95129659000.0,16691517000000.0
731,Guittard,Machu Pichu,2008,0.65,United States,3.0,Peru,120550599815.441,14718582000000.0
733,Guittard,Chucuri,2006,0.65,United States,3.0,Colombia,162590145579.958,13855888000000.0
735,Guittard,Sambirano,2006,0.65,United States,3.5,Madagascar,5515884348.54904,13855888000000.0
736,Guittard,Los Rios,2006,0.65,United States,3.5,Ecuador,46802044000.0,13855888000000.0
737,Habitual,Papua New Guinea,2014,0.8,Canada,2.75,Papua New Guinea,23003575201.1051,1792883225804.38
738,Habitual,Dominican Republic,2014,0.75,Canada,3.25,Dominican Republic,65231032303.2418,1792883225804.38
740,Hachez,Arriba,2007,0.77,Germany,2.5,Ecuador,51007777000.0,3439953462907.2
741,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,0.55,Ecuador,2.75,Ecuador,101726331000.0,101726331000.0
742,Hacienda El Castillo,Don Homero- Cerecita Valley,2014,0.7,Ecuador,3.0,Ecuador,101726331000.0,101726331000.0
744,Harper Macaw,Vale do Juliana,2016,0.85,United States,3.25,Brazil,1796186586414.45,18624475000000.0
745,Harper Macaw,Brazil Blend,2015,0.67,United States,3.0,Brazil,1803652649613.75,18120714000000.0
746,Harper Macaw,Tome Acu E.,2015,0.77,United States,3.5,Brazil,1803652649613.75,18120714000000.0
747,Harper Macaw,Vale do Juliana E.,2015,0.74,United States,3.5,Brazil,1803652649613.75,18120714000000.0
748,Heilemann,Peru,2016,0.64,Germany,2.75,Peru,192207342004.681,3477796274496.8
749,Heirloom Cacao Preservation (Brasstown),Maya Mtn,2016,0.7,United States,3.25,Belize,1741100000.0,18624475000000.0
750,Heirloom Cacao Preservation (Fruition),Cota Brus,2016,0.74,United States,3.5,Costa Rica,57435507212.256,18624475000000.0
751,Heirloom Cacao Preservation (Guittard),Alto Beni,2014,0.67,United States,3.5,Bolivia,32996187988.4226,17393103000000.0
752,Heirloom Cacao Preservation (Guittard),Wild Beni,2014,0.67,United States,3.0,Bolivia,32996187988.4226,17393103000000.0
753,Heirloom Cacao Preservation (Guittard),Los Rios,2014,0.67,United States,3.75,Ecuador,101726331000.0,17393103000000.0
756,Heirloom Cacao Preservation (Millcreek),Los Rios,2016,0.7,United States,3.5,Ecuador,98613972000.0,18624475000000.0
757,Heirloom Cacao Preservation (Mindo),Pinchincha,2016,0.77,United States,3.5,Ecuador,98613972000.0,18624475000000.0
758,Heirloom Cacao Preservation (Zokoko),Alto Beni,2016,0.68,United States,3.75,Bolivia,33806395513.7482,18624475000000.0
759,Heirloom Cacao Preservation (Zokoko),Wild Beni,2016,0.72,United States,4.0,Bolivia,33806395513.7482,18624475000000.0
760,hello cocoa,Uganda,2015,0.57,United States,2.75,Uganda,27059447774.6626,18120714000000.0
762,hexx,Tanzania,2015,0.7,United States,2.75,Tanzania,45628320606.0487,18120714000000.0
763,hexx,Madagascar,2015,0.74,United States,3.0,Madagascar,9744243420.48073,18120714000000.0
765,hexx,Ecuador,2015,0.73,United States,3.25,Ecuador,99290381000.0,18120714000000.0
766,hexx,Peru,2015,0.7,United States,3.25,Peru,189212096470.293,18120714000000.0
767,Hogarth,Akesson's Estate,2016,0.7,New Zealand,2.75,Madagascar,10001193420.1518,184969146624.47
769,Hogarth,Conacado,2016,0.75,New Zealand,3.25,Dominican Republic,71583553487.5646,184969146624.47
770,Hogarth,Gran Blanco,2016,0.66,New Zealand,3.5,Peru,192207342004.681,184969146624.47
771,Hoja Verde (Tulicorp),Arriba,2009,0.8,Ecuador,2.0,Ecuador,62519686000.0,62519686000.0
772,Hoja Verde (Tulicorp),Manabi,2009,0.8,Ecuador,2.5,Ecuador,62519686000.0,62519686000.0
773,Hoja Verde (Tulicorp),Arriba,2009,0.72,Ecuador,3.0,Ecuador,62519686000.0,62519686000.0
774,Hoja Verde (Tulicorp),Arriba,2009,0.58,Ecuador,3.25,Ecuador,62519686000.0,62519686000.0
775,Hoja Verde (Tulicorp),Manabi,2009,0.58,Ecuador,3.5,Ecuador,62519686000.0,62519686000.0
776,Holy Cacao,Maranon,2016,0.7,Israel,2.75,Peru,192207342004.681,317744784695.1
777,Holy Cacao,Camino Verde P.,2015,0.7,Israel,3.5,Ecuador,99290381000.0,299096404728.826
778,Holy Cacao,Sambirano,2015,0.7,Israel,3.5,Madagascar,9744243420.48073,299096404728.826
782,Holy Cacao,Hispaniola,2009,0.7,Israel,2.75,Dominican Republic,48376555305.6902,207419370241.335
783,Holy Cacao,San Martin,2009,0.7,Israel,3.5,Peru,120822986521.479,207419370241.335
784,Holy Cacao,Hispaniola w/ nibs,2009,0.75,Israel,3.75,Dominican Republic,48376555305.6902,207419370241.335
785,Honest,Ecuador,2014,0.72,South Africa,2.5,Ecuador,101726331000.0,351119102947.143
786,Hotel Chocolat,Pepiniere,2015,0.7,United Kingdom,2.75,St. Lucia,1649142629.62963,2885570309160.86
787,Hotel Chocolat,Marcial,2013,0.7,United Kingdom,4.0,St. Lucia,1489928888.88889,2739818680930.19
788,Hotel Chocolat,Island Growers,2013,0.1,United Kingdom,1.75,St. Lucia,1489928888.88889,2739818680930.19
790,Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,2013,0.8,United Kingdom,3.5,Vietnam,171222025117.381,2739818680930.19
791,Hotel Chocolat (Coppeneur),Los Rios,2013,0.9,United Kingdom,3.0,Ecuador,95129659000.0,2739818680930.19
792,Hotel Chocolat (Coppeneur),Somia Plantation,2013,0.72,United Kingdom,3.0,Madagascar,10601690871.7611,2739818680930.19
793,Hotel Chocolat (Coppeneur),Los Rios,2013,0.82,United Kingdom,3.5,Ecuador,95129659000.0,2739818680930.19
794,Hotel Chocolat (Coppeneur),Chanchamayo,2013,0.1,United Kingdom,2.75,Peru,201217661645.509,2739818680930.19
795,Hotel Chocolat (Coppeneur),Los Rios,2013,0.1,United Kingdom,2.5,Ecuador,95129659000.0,2739818680930.19
796,Hotel Chocolat (Coppeneur),Conacado,2013,0.1,United Kingdom,2.75,Dominican Republic,61965942056.6828,2739818680930.19
797,Hotel Chocolat (Coppeneur),Sambirano,2012,0.66,United Kingdom,3.5,Madagascar,9919780071.28764,2662085168498.93
798,Hotel Chocolat (Coppeneur),Los Rios,2011,0.8,United Kingdom,3.0,Ecuador,79276664000.0,2619700404733.37
799,Hotel Chocolat (Coppeneur),Island Growers,2011,0.65,United Kingdom,3.0,St. Lucia,1437684814.81481,2619700404733.37
800,Hotel Chocolat (Coppeneur),Island Growers,2011,0.65,United Kingdom,3.25,St. Lucia,1437684814.81481,2619700404733.37
801,Hotel Chocolat (Coppeneur),Ecuador,2010,0.7,United Kingdom,2.75,Ecuador,69555367000.0,2441173394729.62
802,Hotel Chocolat (Coppeneur),Santo Domingo,2010,0.7,United Kingdom,3.0,Dominican Republic,53954579003.5277,2441173394729.62
804,Hotel Chocolat (Coppeneur),St. Lucia,2008,0.72,United Kingdom,3.0,St. Lucia,1282215407.40741,2890564338235.29
805,Hotel Chocolat (Coppeneur),Uganda,2008,0.8,United Kingdom,2.5,Uganda,14239026629.639,2890564338235.29
806,Hotel Chocolat (Coppeneur),Tanzania,2008,0.75,United Kingdom,2.75,Tanzania,27368386358.131,2890564338235.29
808,Hummingbird,Lam Dong,2015,0.7,Canada,3.5,Vietnam,193241108709.536,1552807652015.37
809,Hummingbird,Bolivia,2014,0.7,Canada,3.0,Bolivia,32996187988.4226,1792883225804.38
810,Hummingbird,Bolivia,2014,0.7,Canada,3.0,Bolivia,32996187988.4226,1792883225804.38
811,Hummingbird,Momotombo,2014,0.7,Canada,3.0,Nicaragua,11880438824.4494,1792883225804.38
812,Hummingbird,Hispaniola,2014,0.7,Canada,3.75,Dominican Republic,65231032303.2418,1792883225804.38
813,Hummingbird,Zorzal Reserva w/ Charles Kerchner,2014,0.7,Canada,3.5,Dominican Republic,65231032303.2418,1792883225804.38
826,Indah,India (south),2016,0.61,India,2.5,India,2263792499341.01,2263792499341.01
827,Indaphoria,La Red,2012,0.7,United States,3.25,Dominican Republic,60613645121.3529,16155255000000.0
828,Indaphoria,Conacado,2012,0.7,United States,2.75,Dominican Republic,60613645121.3529,16155255000000.0
829,Indi,Honduras,2014,0.77,United States,3.0,Honduras,19756494434.7031,17393103000000.0
832,Isidro,Madagascar,2014,0.72,United States,3.5,Madagascar,10673516672.6664,17393103000000.0
833,Isidro,Peru,2014,0.72,United States,2.25,Peru,201049665375.132,17393103000000.0
834,Isidro,Belize,2014,0.72,United States,3.25,Belize,1706497950.0,17393103000000.0
835,Isidro,Dominican Republic,2014,0.72,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
836,Izard,Maya Mountain,2015,0.7,United States,3.5,Belize,1742545900.0,18120714000000.0
837,Izard,Elvesia P.,2015,0.7,United States,2.75,Dominican Republic,68102618092.1031,18120714000000.0
838,Jacque Torres,Trinatario Treasure,2006,0.71,United States,2.0,Ghana,20409257610.4746,13855888000000.0
839,Jordis,Madagascar,2015,0.63,Czech Republic,2.75,Madagascar,9744243420.48073,186829940545.759
840,Just Good Chocolate,Belize,2014,0.7,United States,3.5,Belize,1706497950.0,17393103000000.0
841,Just Good Chocolate,Madagascar,2014,0.7,United States,3.5,Madagascar,10673516672.6664,17393103000000.0
842,Just Good Chocolate,Peru,2014,0.7,United States,4.0,Peru,201049665375.132,17393103000000.0
847,Kakao,Peru,2012,0.64,Germany,2.5,Peru,192648999090.082,3543983909148.01
848,Kakao,Vanuatu,2009,0.65,Germany,3.75,Vanuatu,610066628.693058,3418005001389.27
849,Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,2008,0.7,Ecuador,3.0,Ecuador,61762635000.0,61762635000.0
850,Kallari (Ecuatoriana),Sisa's Secret/ original micro,2008,0.7,Ecuador,3.5,Ecuador,61762635000.0,61762635000.0
851,Kallari (Ecuatoriana),Roberto,2008,0.75,Ecuador,2.75,Ecuador,61762635000.0,61762635000.0
852,Kallari (Ecuatoriana),Diego/ original micro,2008,0.85,Ecuador,2.5,Ecuador,61762635000.0,61762635000.0
853,Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,2008,0.85,Ecuador,2.75,Ecuador,61762635000.0,61762635000.0
854,Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,2008,0.85,Ecuador,3.0,Ecuador,61762635000.0,61762635000.0
855,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,0.75,Ecuador,2.5,Ecuador,61762635000.0,61762635000.0
856,Kallari (Ecuatoriana),Cacao Nacional W.F.,2008,0.85,Ecuador,3.0,Ecuador,61762635000.0,61762635000.0
857,Kaoka (Cemoi),Ecuador,2009,0.8,France,2.75,Ecuador,62519686000.0,2693827452070.02
858,Kerchner,La Red,2013,0.7,United States,3.75,Dominican Republic,61965942056.6828,16691517000000.0
859,Ki' Xocolatl,Dark,2009,0.72,Mexico,2.0,Mexico,894948748436.748,894948748436.748
860,Kiskadee,La Red,2014,0.6,United States,3.0,Dominican Republic,65231032303.2418,17393103000000.0
861,Kto,San Martin,2014,0.72,United States,2.5,Peru,201049665375.132,17393103000000.0
863,Kto,Belize,2014,0.72,United States,3.0,Belize,1706497950.0,17393103000000.0
864,Kto,Sambirano Valley,2014,0.72,United States,3.25,Madagascar,10673516672.6664,17393103000000.0
865,Kto,Belize,2014,0.9,United States,3.25,Belize,1706497950.0,17393103000000.0
866,Kto,Elvesia,2014,0.72,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
867,Kto,ROIG,2014,0.72,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
868,K'ul,Kafupbo,2016,0.7,United States,3.25,Haiti,8022638721.92013,18624475000000.0
869,K'ul,Maranon,2016,0.7,United States,2.75,Peru,192207342004.681,18624475000000.0
870,K'ul,Los Rios,2016,0.7,United States,3.75,Ecuador,98613972000.0,18624475000000.0
871,K'ul,Bahia,2016,0.7,United States,3.75,Brazil,1796186586414.45,18624475000000.0
872,Kyya,Uganda,2014,0.725,United States,2.5,Uganda,27295207927.5612,17393103000000.0
873,Kyya,Hispaniola,2014,0.725,United States,3.0,Dominican Republic,65231032303.2418,17393103000000.0
874,Kyya,Ecuador,2014,0.725,United States,2.5,Ecuador,101726331000.0,17393103000000.0
875,Kyya,Madagascar,2014,0.725,United States,3.0,Madagascar,10673516672.6664,17393103000000.0
876,L.A. Burdick (Felchlin),Peru,2012,0.74,United States,3.25,Peru,192648999090.082,16155255000000.0
877,L.A. Burdick (Felchlin),Brazil,2012,0.7,United States,4.0,Brazil,2465188674415.03,16155255000000.0
879,L.A. Burdick (Felchlin),Quito,2011,0.74,United States,3.75,Ecuador,79276664000.0,15517926000000.0
880,L.A. Burdick (Felchlin),Grenada,2010,0.75,United States,3.25,Grenada,771015888.888889,14964372000000.0
881,L.A. Burdick (Felchlin),Dominican Republic,2010,0.74,United States,3.75,Dominican Republic,53954579003.5277,14964372000000.0
883,L.A. Burdick (Felchlin),Madagascar,2009,0.64,United States,3.5,Madagascar,8550363974.79243,14418739000000.0
884,L.A. Burdick (Felchlin),Bolivian,2009,0.68,United States,3.0,Bolivia,17339992165.2422,14418739000000.0
885,La Chocolaterie Nanairo,Lumas,2016,0.7,Japan,2.25,Peru,192207342004.681,4940158776617.16
886,La Chocolaterie Nanairo,Lumas,2016,0.7,Japan,2.5,Peru,192207342004.681,4940158776617.16
887,La Chocolaterie Nanairo,Tumbes,2016,0.7,Japan,3.0,Peru,192207342004.681,4940158776617.16
888,La Chocolaterie Nanairo,Belize,2016,0.7,Japan,3.0,Belize,1741100000.0,4940158776617.16
890,La Maison du Chocolat (Valrhona),Tobago,2013,0.6,France,3.25,Trinidad and Tobago,26436159314.5624,2808511203185.39
891,La Maison du Chocolat (Valrhona),Acarigua,2013,0.56,France,3.25,Ecuador,95129659000.0,2808511203185.39
892,La Maison du Chocolat (Valrhona),Loma Sotavento,2012,0.66,France,3.5,Dominican Republic,60613645121.3529,2681416108537.39
893,La Maison du Chocolat (Valrhona),Grenada,2011,0.68,France,3.5,Grenada,778648666.666667,2862680142625.14
894,La Maison du Chocolat (Valrhona),Akosombo,2009,0.68,France,3.25,Ghana,25977847813.7422,2693827452070.02
897,La Oroquidea,Peruvian Amazon,2011,0.72,Peru,2.5,Peru,171761737046.585,171761737046.585
898,La Pepa de Oro,Vinces,2011,0.6,Ecuador,3.25,Ecuador,79276664000.0,79276664000.0
899,Laia aka Chat-Noir,Madagascar,2015,0.75,France,2.75,Madagascar,9744243420.48073,2433562015516.21
900,Laia aka Chat-Noir,Vietnam,2015,0.75,France,2.75,Vietnam,193241108709.536,2433562015516.21
901,Laia aka Chat-Noir,Cuba,2015,0.75,France,3.0,Cuba,87132800000.0,2433562015516.21
902,Laia aka Chat-Noir,Peru,2015,0.75,France,3.25,Peru,189212096470.293,2433562015516.21
905,Laia aka Chat-Noir,Bahia,2015,0.75,France,3.25,Brazil,1803652649613.75,2433562015516.21
906,Laia aka Chat-Noir,Lam Dong,2015,0.75,France,3.75,Vietnam,193241108709.536,2433562015516.21
907,Laia aka Chat-Noir,Cuba,2014,0.7,France,2.75,Cuba,80656100000.0,2849305322684.76
908,Laia aka Chat-Noir,Trinidad-Tobago,2014,0.68,France,2.75,Trinidad and Tobago,26175952941.9107,2849305322684.76
909,Lajedo do Ouro,Catongo,2012,0.7,Brazil,3.5,Brazil,2465188674415.03,2465188674415.03
910,Lake Champlain (Callebaut),Tanzania,2009,0.75,United States,2.5,Tanzania,28573777052.4542,14418739000000.0
911,L'Amourette,Rugoso,2016,0.8,United States,3.5,Nicaragua,13230844686.858,18624475000000.0
914,L'Amourette,Blend,2012,0.72,United States,3.0,Peru,192648999090.082,16155255000000.0
917,Letterpress,Liberia,2016,0.7,United States,3.25,Liberia,2101000000.0,18624475000000.0
918,Letterpress,Beniamo,2015,0.7,United States,3.25,Bolivia,33000198263.3864,18120714000000.0
920,Letterpress,San Andres,2015,0.7,United States,3.0,Costa Rica,54840103850.265,18120714000000.0
921,Letterpress,La Red,2015,0.7,United States,3.25,Dominican Republic,68102618092.1031,18120714000000.0
922,Letterpress,Kokoa Kamili,2015,0.7,United States,3.5,Tanzania,45628320606.0487,18120714000000.0
923,Letterpress,Maranura,2014,0.7,United States,3.5,Peru,201049665375.132,17393103000000.0
924,Levy,Sambirano,2014,0.71,Finland,3.5,Madagascar,10673516672.6664,272609288689.575
925,Lilla,Madagascar,2016,0.7,Finland,3.0,Madagascar,10001193420.1518,238502900311.9
926,Lillie Belle,Perfect Illusion,2012,0.65,United States,3.5,Peru,192648999090.082,16155255000000.0
927,Lillie Belle,Bolivia,2012,0.68,United States,3.5,Bolivia,27084497539.7974,16155255000000.0
928,Lillie Belle,La Selva,2012,0.68,United States,3.75,Peru,192648999090.082,16155255000000.0
930,Lillie Belle,The Other One,2012,0.74,United States,3.0,Dominican Republic,60613645121.3529,16155255000000.0
931,Lillie Belle,Wild Thing,2012,0.68,United States,3.5,Bolivia,27084497539.7974,16155255000000.0
932,Loiza,Puerto Rico,2013,0.65,Puerto Rico,2.5,Puerto Rico,103134778000.0,103134778000.0
939,Love Bar,Nicaragua,2015,0.75,United States,2.0,Nicaragua,12747741539.7259,18120714000000.0
940,Luker,Selva,2010,0.46,Colombia,2.75,Colombia,287018179193.923,287018179193.923
941,Luker,Macondo,2010,0.6,Colombia,3.0,Colombia,287018179193.923,287018179193.923
942,Luker,Misterio,2010,0.58,Colombia,3.0,Colombia,287018179193.923,287018179193.923
943,Luker,Santander,2010,0.65,Colombia,3.5,Colombia,287018179193.923,287018179193.923
944,Machu Picchu Trading Co.,Peru,2011,0.7,Peru,1.5,Peru,171761737046.585,171761737046.585
945,Machu Picchu Trading Co.,Peru,2010,0.55,Peru,2.25,Peru,147528937028.778,147528937028.778
946,Madecasse (Cinagra),Madagascar,2008,0.67,Madagascar,3.5,Madagascar,9413002920.97008,9413002920.97008
947,Madecasse (Cinagra),Madagascar,2008,0.7,Madagascar,3.75,Madagascar,9413002920.97008,9413002920.97008
948,Madecasse (Cinagra),Madagascar,2008,0.63,Madagascar,4.0,Madagascar,9413002920.97008,9413002920.97008
949,Madecasse (Cinagra),Madagascar,2008,0.75,Madagascar,3.5,Madagascar,9413002920.97008,9413002920.97008
951,Madre,Puerto Rico,2013,0.7,United States,2.75,Puerto Rico,103134778000.0,16691517000000.0
952,Madre,Brazil,2013,0.7,United States,3.5,Brazil,2472806919901.67,16691517000000.0
954,Madre,Xocunusco,2013,0.7,United States,2.75,Mexico,1261981728468.52,16691517000000.0
958,Madre,Dominican,2011,0.7,United States,2.5,Dominican Republic,57746684847.0898,15517926000000.0
959,Madre,Upala,2011,0.7,United States,2.75,Costa Rica,42262697840.385,15517926000000.0
960,Madre,Chiapas,2010,0.72,United States,2.75,Mexico,1051128603513.77,14964372000000.0
961,Maglio,Africa,2008,0.75,Italy,2.0,Tanzania,27368386358.131,2390729163615.06
962,Maglio,Ecuador,2008,0.7,Italy,3.0,Ecuador,61762635000.0,2390729163615.06
963,Maglio,Cuba,2008,0.7,Italy,3.25,Cuba,60806300000.0,2390729163615.06
964,Maglio,Santo Domingo,2008,0.7,Italy,3.75,Dominican Republic,48288967303.4896,2390729163615.06
965,Majani,Ecuador,2010,0.7,Italy,2.0,Ecuador,69555367000.0,2125058244242.92
966,Malagasy (Chocolaterie Robert),Sambirano 2006,2007,0.75,Madagascar,2.75,Madagascar,7342923489.09616,7342923489.09616
967,Malagasy (Chocolaterie Robert),Mora Mora 2006,2007,0.73,Madagascar,3.5,Madagascar,7342923489.09616,7342923489.09616
968,Malagos,Davao,2013,0.65,Philippines,3.5,Philippines,271836123723.678,271836123723.678
972,Mana,Ecuador,2015,0.74,United States,2.5,Ecuador,99290381000.0,18120714000000.0
973,Mana,Peru,2014,0.74,United States,2.5,Peru,201049665375.132,17393103000000.0
975,Mana,Conacado,2012,0.74,United States,3.75,Dominican Republic,60613645121.3529,16155255000000.0
976,Manifesto Cacao,Colombia,2014,0.7,Colombia,2.75,Colombia,378195707612.393,378195707612.393
977,Manoa,Markham Valley,2015,0.72,United States,3.5,Papua New Guinea,21060901603.8145,18120714000000.0
978,Manoa,Coto Brus,2015,0.72,United States,3.75,Costa Rica,54840103850.265,18120714000000.0
980,Manoa,Liberia,2012,0.72,United States,3.25,Liberia,1735500000.0,16155255000000.0
982,Manoa,Piura,2012,0.72,United States,3.0,Peru,192648999090.082,16155255000000.0
984,Manufaktura Czekolady,Johe,2016,0.7,Poland,3.75,Nicaragua,13230844686.858,471364408713.956
985,Manufaktura Czekolady,Peru,2016,0.7,Poland,3.5,Peru,192207342004.681,471364408713.956
987,Manufaktura Czekolady,Kolumbia,2014,0.85,Poland,3.5,Colombia,378195707612.393,545075908845.995
988,Manufaktura Czekolady,Grand Cru Dominican Republic,2012,0.7,Poland,3.25,Dominican Republic,60613645121.3529,500284003684.372
989,Manufaktura Czekolady,Grand Cru Ghana,2012,0.7,Poland,3.5,Ghana,41939728978.7281,500284003684.372
990,Manufaktura Czekolady,Grand Cru Ecuador,2012,0.7,Poland,3.25,Ecuador,87924544000.0,500284003684.372
991,Map Chocolate,Ben Tre,2016,0.75,United States,3.25,Vietnam,205276172134.901,18624475000000.0
992,Map Chocolate,ROIG,2015,0.7,United States,3.5,Dominican Republic,68102618092.1031,18120714000000.0
993,Map Chocolate,Maranon,2015,0.62,United States,3.5,Peru,189212096470.293,18120714000000.0
994,Map Chocolate,Ecuador,2015,0.7,United States,3.5,Ecuador,99290381000.0,18120714000000.0
996,Map Chocolate,A case of the Xerces Blues,2015,0.7,United States,3.5,Nicaragua,12747741539.7259,18120714000000.0
997,Map Chocolate,Tumbes,2015,0.68,United States,3.5,Peru,189212096470.293,18120714000000.0
998,Map Chocolate,Colombia,2015,0.75,United States,2.75,Colombia,291519596338.693,18120714000000.0
999,Map Chocolate,Kakoa Kamili,2015,0.72,United States,3.0,Tanzania,45628320606.0487,18120714000000.0
1000,Map Chocolate,Le Chocolat Chaud,2015,0.78,United States,3.5,Honduras,20844284855.0025,18120714000000.0
1001,Marana,Piura,2016,0.7,Peru,3.0,Peru,192207342004.681,192207342004.681
1002,Marana,Cusco,2016,0.7,Peru,2.75,Peru,192207342004.681,192207342004.681
1003,Marana,San Martin,2016,0.7,Peru,3.0,Peru,192207342004.681,192207342004.681
1004,Marou,Tan Phu Dong Island,2015,0.85,Vietnam,3.25,Vietnam,193241108709.536,193241108709.536
1005,Marou,Ben Tre,2015,0.68,Vietnam,3.5,Vietnam,193241108709.536,193241108709.536
1006,Marou,Dak Lak,2015,0.7,Vietnam,3.75,Vietnam,193241108709.536,193241108709.536
1007,Marou,Tan Phu Dong,2013,0.75,Vietnam,3.5,Vietnam,171222025117.381,171222025117.381
1008,Marou,Ba Ria,2012,0.76,Vietnam,3.5,Vietnam,155820001920.492,155820001920.492
1009,Marou,Dong Nai,2012,0.72,Vietnam,3.5,Vietnam,155820001920.492,155820001920.492
1010,Marou,Tien Giang,2012,0.7,Vietnam,3.5,Vietnam,155820001920.492,155820001920.492
1011,Marou,Ben Tre,2012,0.78,Vietnam,3.5,Vietnam,155820001920.492,155820001920.492
1012,Marou,Tien Giang,2012,0.8,Vietnam,3.0,Vietnam,155820001920.492,155820001920.492
1013,Marou,Lam Dong,2012,0.74,Vietnam,3.5,Vietnam,155820001920.492,155820001920.492
1014,Mars,Matina 1-6,2010,0.65,United States,3.0,Costa Rica,37268635287.0856,14964372000000.0
1016,Mars,Nigeria,2010,0.65,United States,3.25,Nigeria,369062464570.387,14964372000000.0
1017,Mars,Ghana,2010,0.65,United States,3.5,Ghana,32174772955.9748,14964372000000.0
1018,Marsatta,Dominican Republic,2013,0.74,United States,2.25,Dominican Republic,61965942056.6828,16691517000000.0
1019,Marsatta,Dominican Republic,2013,0.89,United States,2.5,Dominican Republic,61965942056.6828,16691517000000.0
1020,Martin Mayer,Alto Beni,2016,0.76,Austria,2.75,Bolivia,33806395513.7482,390799991147.468
1021,Martin Mayer,Pisa,2016,0.82,Austria,3.0,Haiti,8022638721.92013,390799991147.468
1022,Martin Mayer,Tumaco,2016,0.74,Austria,3.25,Colombia,282462551366.878,390799991147.468
1023,Mast Brothers,Guatemala,2015,0.76,United States,3.0,Guatemala,63767597193.9175,18120714000000.0
1024,Mast Brothers,Tanzania,2015,0.74,United States,3.25,Tanzania,45628320606.0487,18120714000000.0
1025,Mast Brothers,French Laundry 20th Anniversary,2014,0.75,United States,3.75,Peru,201049665375.132,17393103000000.0
1026,Mast Brothers,Shake Shack,2012,0.73,United States,3.5,Peru,192648999090.082,16155255000000.0
1031,Mast Brothers,Moho River,2011,0.7,United States,3.5,Belize,1486712300.0,15517926000000.0
1032,Mast Brothers,Papua New Guinea,2011,0.71,United States,2.75,Papua New Guinea,17984816533.1084,15517926000000.0
1033,Mast Brothers,San Martin,2011,0.75,United States,3.0,Peru,171761737046.585,15517926000000.0
1034,Mast Brothers,Conacado,2011,0.73,United States,3.25,Dominican Republic,57746684847.0898,15517926000000.0
1035,Mast Brothers,La Red de Guanconejo,2011,0.74,United States,3.75,Dominican Republic,57746684847.0898,15517926000000.0
1038,Mast Brothers,Dominican Republic,2010,0.7,United States,3.25,Dominican Republic,53954579003.5277,14964372000000.0
1039,Matale,Malekula P.,2013,0.72,Australia,3.5,Vanuatu,801787555.861121,1567178619062.28
1040,Matale,Somia,2013,0.68,Australia,4.0,Madagascar,10601690871.7611,1567178619062.28
1041,Matale,Kulili P.,2013,0.74,Australia,4.0,Papua New Guinea,21261305413.2323,1567178619062.28
1043,Maverick,Maya Mountain,2014,0.7,United States,3.25,Belize,1706497950.0,17393103000000.0
1044,Maverick,Elvesia,2014,0.7,United States,3.25,Dominican Republic,65231032303.2418,17393103000000.0
1045,Maverick,Tumbes,2014,0.82,United States,3.25,Peru,201049665375.132,17393103000000.0
1046,Maverick,Morropon,2014,0.63,United States,3.5,Peru,201049665375.132,17393103000000.0
1047,Mayacama,Hispaniola,2016,0.72,United States,3.0,Dominican Republic,71583553487.5646,18624475000000.0
